"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1868981106017747390","Tue Dec 17 11:26:34 +0000 2024","0","أنجيه شالكه إسبانيول فيورنتينا نيوكاسل يونايتد ڪۆد خضم مباشر ▬إيهٮرب▬ ← CNU3074","1868981106017747390","","","ar","Iran","0","0","0","https://x.com/DanielleWi14646/status/1868981106017747390","1789586979912404992","DanielleWi14646"
"1868951937418510793","Tue Dec 17 11:26:32 +0000 2024","0","@DanielleMarshID @omegawatches pink DANIELLE NEW OMEGA AMBASSADOR #DANIELLExOMEGA #DANIELLE @omegawatches","1868981097213968568","","DanielleMarshID","it","🧸🦦🐶🐱🐹","0","0","0","https://x.com/pretzeldiaries/status/1868981097213968568","1601373918669209600","pretzeldiaries"
"1868981093279711655","Tue Dec 17 11:26:31 +0000 2024","0","","1868981093279711655","","","art","","0","0","0","https://x.com/DanielleLe75162/status/1868981093279711655","1823145052451016704","DanielleLe75162"
"1868981091073462365","Tue Dec 17 11:26:30 +0000 2024","0","لانس رين جنوى الفيحاء التعاون ڪۆد خضم مباشر ▬باث▬اند▬بدي▬ ← PFLC","1868981091073462365","","","ckb","Sint Maarten","0","0","0","https://x.com/DanielleTh54338/status/1868981091073462365","1783265270414323712","DanielleTh54338"
"1868981089722945627","Tue Dec 17 11:26:30 +0000 2024","0","‍️","1868981089722945627","","","art","","0","0","0","https://x.com/DanielleKe37783/status/1868981089722945627","1823142788566790144","DanielleKe37783"
"1868981087789367797","Tue Dec 17 11:26:29 +0000 2024","0","‍","1868981087789367797","","","art","","0","0","0","https://x.com/DanielleSm16837/status/1868981087789367797","1823146395697606656","DanielleSm16837"
"1868981087462211846","Tue Dec 17 11:26:29 +0000 2024","0","خيتافي فيرونا أتالانتا ڪۆد خضم مباشر ▬صن▬أند▬سأند▬ ← ZZY25","1868981087462211846","","","ar","Grenada","0","0","0","https://x.com/DanielleMo55699/status/1868981087462211846","1766481033220755456","DanielleMo55699"
"1868981087265059287","Tue Dec 17 11:26:29 +0000 2024","0","‍️","1868981087265059287","","","art","","0","0","0","https://x.com/DanielleGi67648/status/1868981087265059287","1823142276878553088","DanielleGi67648"
"1868981085763223872","Tue Dec 17 11:26:29 +0000 2024","0","سبورتينغ لشبونة ساوثهامبتون ليفربول ڪۆد خضم مباشر ▬مفارش▬العييري▬ ← Y1","1868981085763223872","","","ar","Malaysia","0","0","0","https://x.com/DanielleA32174/status/1868981085763223872","1756031266145615872","DanielleA32174"
"1868956571533033976","Tue Dec 17 11:26:28 +0000 2024","0","@juantokki @omegawatches DANIELLE NEW OMEGA AMBASSADOR #DANIELLExOMEGA #DANIELLE @omegawatches","1868981080394809681","","juantokki","it","","0","0","0","https://x.com/pampam_cherry/status/1868981080394809681","1806948838743363584","pampam_cherry"
"1868951937418510793","Tue Dec 17 11:26:27 +0000 2024","0","@DanielleMarshID @omegawatches blue DANIELLE NEW OMEGA AMBASSADOR #DANIELLExOMEGA #DANIELLE @omegawatches","1868981077895004619","","DanielleMarshID","it","🧸🦦🐶🐱🐹","0","0","0","https://x.com/pretzeldiaries/status/1868981077895004619","1601373918669209600","pretzeldiaries"
"1868981077215433190","Tue Dec 17 11:26:27 +0000 2024","0","الباطن الرائد لاس بالماس ليتشي موريرينسي ڪۆد خضم مباشر ▬إيهٮرب▬ ← CNU3074","1868981077215433190","","","ar","Åland Islands","0","0","0","https://x.com/DanielleLo72450/status/1868981077215433190","1773527798172303360","DanielleLo72450"
"1868981076401832214","Tue Dec 17 11:26:27 +0000 2024","0","مايوركا الاتحاد إستريلا دا أمادورا ڪۆد خضم مباشر ╝نباتاتى╚ ← ACC15","1868981076401832214","","","ar","Australia","0","0","0","https://x.com/DanielleZu46617/status/1868981076401832214","1762616327779373056","DanielleZu46617"
"1868981075869118547","Tue Dec 17 11:26:27 +0000 2024","0","ستراسبورغ برايتون وهوف ألبيون تولوز مايوركا ألافيس ڪۆد خضم مباشر ▬ايا▬كلين▬ ← SA58","1868981075869118547","","","ar","Malawi","0","0","0","https://x.com/DanielleRe85534/status/1868981075869118547","1750899189842579456","DanielleRe85534"
"1868948060480717211","Tue Dec 17 11:26:23 +0000 2024","0","@danielle_be86 ע ע עינב צנגאוקר ... אני אקח את החוק לידיים... אמרה אתמול באחת הוועדות... זאת אחת שאלוהים יודע מה היא תעשה אם הילד שלה לא יחזור.","1868981061088358631","","danielle_be86","iw","","0","0","0","https://x.com/shahar168/status/1868981061088358631","1260838240854163458","shahar168"
"1868981045636542581","Tue Dec 17 11:26:19 +0000 2024","0","يوفنتوس مونزا فينورد ليفربول الرائد ڪۆد خضم مباشر ⎐ٺمشؾ⎐ ⊵CMM⊴","1868981045636542581","","","sd","Príncipe","0","0","0","https://x.com/DanielleBa87236/status/1868981045636542581","1747327011209539585","DanielleBa87236"
